timestamp,open,high,low,close,volume
2023-04-05,202.69,203.16,201.58,202.53,3119362.0
2023-04-06,202.24,203.3376,201.45,203.2,1989792.0
2023-04-10,202,203.68,201.65,203.66,2545287.0
2023-04-11,203.87,204.64,203.4,203.87,3389481.0
2023-04-12,205,205.26,202.71,203.01,2431429.0
2023-04-13,203.53,205.8,203.34,205.65,2197609.0
2023-04-14,205.33,206.5,203.81,205.08,4142040.0
2023-04-17,205.03,205.91,204.45,205.9,2780375.0
2023-04-18,206.68,206.83,205.3,206,2784451.0
2023-04-19,205.03,206.478,204.97,206.1,2531413.0
2023-04-20,204.46,205.77,204.07,204.82,2563130.0
2023-04-21,204.96,205.24,203.92,205,2341577.0
2023-04-24,204.9,205.44,204.1,205.08,3704562.0
2023-04-25,204.02,204.23,201.615,201.66,2606411.0
2023-04-26,202.16,202.5094,200.41,200.75,2762335.0
2023-04-27,201.86,204.69,201.83,204.52,2254594.0
2023-04-28,204,206.3,204,206.3,2309056.0
2023-05-01,206,207.18,205.99,206.2,2838492.0
2023-05-02,205.62,205.9,202.07,203.68,2700634.0
2023-05-03,203.85,205.49,202.35,202.49,2153981.0
2023-05-04,201.84,202.02,200.2,200.98,2577646.0
2023-05-05,202.85,205.27,202.7864,204.69,1942273.0
2023-05-08,204.93,205.1,204.12,204.91,2632608.0
2023-05-09,204.03,204.63,203.8,204.07,1802529.0
2023-05-10,205.62,205.9395,203.05,204.97,2677618.0
2023-05-11,204.47,204.7,203.49,204.7,2108256.0
2023-05-12,205.04,205.28,202.93,204.22,2252503.0
2023-05-15,204.17,205.38,203.71,205.09,3240021.0
2023-05-16,204.41,204.81,203.47,203.5,1884873.0
2023-05-17,204.46,206.45,203.65,206.14,2650070.0
2023-05-18,206,208.37,205.82,208.19,2370198.0
2023-05-19,208.64,208.84,207.07,207.69,2683854.0
2023-05-22,207.68,208.81,207.2,208.05,2229402.0
2023-05-23,207.3,207.99,205.64,205.85,2386678.0
2023-05-24,205,205.13,203.69,204.26,2083662.0
2023-05-25,205.87,206.325,204.53,205.65,2230416.0
2023-05-26,206,208.72,205.9702,208.36,2347048.0
2023-05-30,209.63,209.68,207.69,208.43,2772306.0
2023-05-31,207.49,207.975,206.3031,207.18,2325393.0
2023-06-01,207.3,209.8,206.65,209.25,2696735.0
2023-06-02,210.68,213.085,210.5,212.71,3018681.0
2023-06-05,212.74,213.364,207.465,212.15,2583259.0
2023-06-06,212,213.37,211.6367,213.12,2227748.0
2023-06-07,213.34,214.12,212.39,212.7,2272783.0
2023-06-08,212.63,213.97,212.085,213.7,1943444.0
2023-06-09,214.1,215.08,213.41,213.93,2086509.0
2023-06-12,214.5,215.86,214.05,215.85,2481229.0
2023-06-13,216.78,217.77,216.46,217.44,4295664.0
2023-06-14,217.55,218.5293,215.7,217.44,4131038.0
2023-06-15,216.99,220.71,216.91,220.09,2895122.0
2023-06-16,221.42,221.42,219.13,219.26,4763693.0
2023-06-20,218.38,218.67,217.07,218.18,3157722.0
2023-06-21,217.82,218.0786,216.7,216.98,2713394.0
2023-06-22,216.51,217.59,216.17,217.56,2669590.0
2023-06-23,215.13,215.89,214.58,214.94,3338434.0
2023-06-26,214.8,215.82,214.14,214.19,2846758.0
2023-06-27,214.75,217.11,214.55,216.8,2652712.0
2023-06-28,216.48,217.51,215.96,216.98,4362128.0
2023-06-29,216.9,218.1,216.66,218.02,2857869.0
2023-06-30,219.61,220.86,219.48,220.28,3444112.0
2023-07-03,220.28,220.94,220.05,220.94,2423617.0
2023-07-05,220.08,220.6099,219.63,220.27,3341767.0
2023-07-06,218.54,218.54,216.8319,218.31,3404304.0
2023-07-07,217.91,220.08,217.81,218.04,2771947.0
2023-07-10,217.9,219.03,217.8004,218.99,2080530.0
2023-07-11,219.38,220.93,219.01,220.71,2158194.0
2023-07-12,222.57,223.1,221.86,222.4,3030200.0
2023-07-13,223.46,224.64,223.13,224.28,4113258.0
2023-07-14,224.85,224.86,223.5,223.95,2914073.0
2023-07-17,223.95,225.36,223.76,224.8,2688802.0
2023-07-18,224.7,226.92,224.53,226.59,2949451.0
2023-07-19,227.08,227.76,226.68,227.18,3106669.0
2023-07-20,226.61,227.01,225.14,225.54,2651745.0
2023-07-21,226.42,226.536,225.46,225.52,2296817.0
2023-07-24,226.05,226.71,225.64,226.32,2291430.0
2023-07-25,226.02,227.5999,226.02,226.89,2084431.0
2023-07-26,226.43,227.77,226.05,227.06,1985589.0
2023-07-27,228.81,228.965,224.83,225.31,4730599.0
2023-07-28,227.17,228.03,226.7701,227.66,2260779.0
2023-07-31,228.12,228.56,227.56,228.35,2659508.0
2023-08-01,227.65,228,227.07,227.73,3062774.0
2023-08-02,225.99,226.14,224.07,224.5,4243193.0
2023-08-03,223.48,224.7699,222.99,223.85,2927252.0
2023-08-04,224.74,225.84,222.61,222.9,3024603.0
2023-08-07,223.72,224.71,223.2194,224.61,2376584.0
2023-08-08,223.2,223.768,221.7,223.57,2796353.0
2023-08-09,223.66,223.69,221.56,221.97,2203402.0
2023-08-10,223.24,224.878,221.34,222.01,3033313.0
2023-08-11,221.1,222.41,220.77,221.8,2220365.0
2023-08-14,221.32,222.92,221.05,222.9,2435097.0
2023-08-15,222,222.24,220.04,220.37,2997270.0
2023-08-16,220.13,220.96,218.55,218.55,2933529.0
2023-08-17,219.28,219.5,216.55,216.76,3135922.0
2023-08-18,215.23,217.56,215.03,217.01,2933259.0
2023-08-21,217.41,218.68,216.36,218.26,2755426.0
2023-08-22,219.22,219.22,217.38,217.68,2892264.0
2023-08-23,218.08,220.4,218.08,220.06,2560157.0
2023-08-24,220.7,221.14,217.08,217.11,3099433.0
2023-08-25,217.98,219.24,216.05,218.59,3631038.0
2023-08-28,219.57,220.32,219.1,219.99,2364716.0
2023-08-29,219.94,223.32,219.8,223.19,3160291.0
2023-08-30,223.25,224.5,223.046,224.18,2420846.0
2023-08-31,224.5,225.1785,223.88,223.94,3043967.0
2023-09-01,225.34,225.78,223.96,224.68,3047624.0
2023-09-05,224.26,224.64,223.28,223.34,2531516.0
2023-09-06,222.99,223.18,220.75,221.94,2473650.0
2023-09-07,220.38,221.5,220.08,221.18,2964686.0
2023-09-08,221.21,222.176,220.98,221.42,2244708.0
2023-09-11,222.66,223.04,221.95,222.81,2087940.0
2023-09-12,222.14,222.97,221.4499,221.73,2448512.0
2023-09-13,221.79,222.3,221.0992,221.76,1989996.0
2023-09-14,222.85,223.98,222.34,223.66,2002386.0
2023-09-15,222.89,222.92,220.76,221.03,2639169.0
2023-09-18,220.91,221.685,220.55,221.05,2259567.0
2023-09-19,220.61,220.87,219.17,220.49,2978021.0
2023-09-20,221.13,221.49,218.445,218.54,2448369.0
2023-09-21,216.36,216.42,213.98,214.09,4194994.0
2023-09-22,214.6796,215.3,213.4,213.64,3262885.0
2023-09-25,213.15,214.5,212.75,214.5,3440029.0
2023-09-26,213.06,213.43,211.01,211.41,4371935.0
2023-09-27,212.12,212.46,209.8401,211.63,4407264.0
2023-09-28,211.42,213.87,211.14,213.03,2952364.0
2023-09-29,214.55,214.67,211.79,212.41,4441367.0
2023-10-02,212.2,212.85,210.74,212.13,4358137.0
2023-10-03,211,211.69,208.3299,209.05,4389145.0
2023-10-04,209.23,210.89,208.4,210.56,3045402.0
2023-10-05,210.38,210.86,208.78,210.45,2679653.0
2023-10-06,209.06,213.775,208.57,212.96,3666530.0
2023-10-09,211.91,214.65,211.755,214.3,2869741.0
2023-10-10,214.6,216.95,214.57,215.63,3494612.0
2023-10-11,216.2,216.63,214.88,216.48,3033014.0
2023-10-12,216.63,216.715,213.53,214.74,3244177.0
2023-10-13,215.53,216.01,212.75,213.53,3269321.0
2023-10-16,214.73,216.46,214.56,216.01,3361558.0
2023-10-17,214.37,217.38,214.17,216.29,3627690.0
2023-10-18,215.11,215.63,212.59,213.09,3254961.0
2023-10-19,213.4,214.35,210.69,211.08,4322728.0
2023-10-20,210.86,211.05,208.38,208.47,4447576.0
2023-10-23,207.67,209.97,206.66,207.9,5472980.0
2023-10-24,209.0698,210.21,208.12,209.47,3180907.0
2023-10-25,208.45,208.535,206.0898,206.36,3454535.0
2023-10-26,205.92,206.3599,203.63,204.22,4133356.0
2023-10-27,205,205.11,202.44,203.12,4290651.0
2023-10-30,204.53,205.98,203.76,205.46,3560861.0
2023-10-31,205.63,206.995,204.82,206.79,3325262.0
2023-11-01,207.14,209.22,206.87,208.86,5789255.0
2023-11-02,210.85,213.11,210.85,213.01,4111550.0
2023-11-03,214.32,216.2,214.27,215.41,4217119.0
2023-11-06,215.83,216.066,214.47,215.5,2915024.0
2023-11-07,215.38,216.5,214.9,216.14,3194330.0
2023-11-08,216.34,216.72,215,216.11,2813801.0
2023-11-09,216.63,216.78,214.06,214.27,2771197.0
2023-11-10,215.1,217.61,214.45,217.46,3303916.0
2023-11-13,216.81,217.8595,216.34,217.33,2829434.0
2023-11-14,220.51,222.78,220.51,222.15,4055052.0
2023-11-15,222.86,223.8,222.29,222.7,2819245.0
2023-11-16,222.3,222.88,221.6034,222.55,2754455.0
2023-11-17,222.8659,223.44,222.42,223.11,3124318.0
2023-11-20,223.11,225.25,223,224.79,2876890.0
2023-11-21,224.25,224.43,223.61,224.18,2513822.0
2023-11-22,224.85,225.76,224.53,225.14,2880548.0
2023-11-24,225.04,225.44,225.01,225.38,1219467.0
2023-11-27,225.12,225.53,224.77,225.09,2409965.0
2023-11-28,224.77,225.905,224.45,225.23,2761895.0
2023-11-29,226.38,227.19,225.11,225.33,2653679.0
2023-11-30,225.73,226.385,224.82,226.26,3147997.0
2023-12-01,225.99,228.33,225.585,228.17,4078686.0
2023-12-04,226.58,227.43,226.08,227.35,3837805.0
2023-12-05,226.58,227.4535,226.205,226.91,3019047.0
2023-12-06,227.89,228.1596,225.88,225.95,3172934.0
2023-12-07,226.99,228.05,226.71,227.76,2724304.0
2023-12-08,227.36,229.09,227.27,228.85,2740235.0
2023-12-11,228.69,229.83,228.51,229.79,3076566.0
2023-12-12,229.59,230.7801,228.96,230.66,3214921.0
2023-12-13,230.77,234.425,230.545,234.24,4231060.0
2023-12-14,235.66,236.58,234.19,235.63,5014530.0
2023-12-15,234.79,235.9387,234.63,235.31,4298616.0
2023-12-18,235.86,236.815,235.82,236.33,3855054.0
2023-12-19,236.72,238.095,236.72,238.06,3731693.0
2023-12-20,237.74,238.69,234.44,234.51,5149738.0
2023-12-21,235.08,236.17,234.06,236.09,4427026.0
2023-12-22,236.5896,237.515,235.64,236.63,3662383.0
2023-12-26,236.98,238.31,236.8559,237.8,3829400.0
2023-12-27,238,238.44,237.47,238.25,5103732.0
2023-12-28,238.25,238.7399,238.13,238.13,4099416.0
2023-12-29,238.14,238.47,236.48,237.22,4188762.0
