timestamp,open,high,low,close,volume
2022-10-23,1657.66,1669.1,1656.5,1661.36,254
2022-10-24,1660.4,1662.91,1643.96,1651.68,3575
2022-10-25,1651.58,1660.95,1637.78,1652.73,3599
2022-10-26,1652.67,1674.81,1648.26,1667.22,3526
2022-10-27,1667.17,1670.71,1654.5,1661.74,3601
2022-10-28,1662.02,1666.9,1637.34,1643.7,3302
2022-10-30,1643.2,1645.32,1640.6,1643.48,258
2022-10-31,1642.15,1645.51,1630.9,1632.41,3638
2022-11-01,1631.31,1656.93,1630.45,1646.76,3630
2022-11-02,1646.8,1669.17,1631.01,1633.75,3650
2022-11-03,1632.8,1640.76,1616.21,1629.67,3638
2022-11-04,1629.89,1681.57,1628.6,1680.3,3307
2022-11-06,1671.9,1681.11,1671.7,1672.59,128
2022-11-07,1672.78,1681.64,1665.1,1674.1,3593
2022-11-08,1674.08,1716.79,1664.61,1711.44,3642
2022-11-09,1711.05,1721.12,1700.51,1706.44,3632
2022-11-10,1706.33,1756.98,1703.3,1751.31,3129
2022-11-11,1752.1,1772.15,1746.51,1770.24,3454
2022-11-13,1773.3,1773.3,1761.25,1763.34,131
2022-11-14,1762.4,1774.87,1753.47,1769.42,3616
2022-11-15,1769.62,1786.05,1766.5,1780.66,3623
2022-11-16,1781.27,1784.89,1769.6,1773.84,3622
2022-11-17,1772.8,1774.53,1753.99,1759.85,3628
2022-11-18,1760.26,1767.55,1746.5,1750.78,3468
2022-11-20,1751.72,1752.38,1750.4,1752.2,124
2022-11-21,1751.3,1752.82,1732.11,1738.41,3667
2022-11-22,1738.59,1749.48,1735.38,1741.09,3646
2022-11-23,1741.33,1752.96,1729.8,1752.07,3624
2022-11-24,1752.7,1758.52,1751.2,1755.35,3230
2022-11-25,1755.64,1761.05,1745.2,1753.6,2959
2022-11-27,1754.47,1757.39,1749.14,1750.75,127
2022-11-28,1750.67,1763.43,1738.51,1741.19,3560
2022-11-29,1740.86,1758.84,1739.31,1748.66,3550
2022-11-30,1748.62,1773.35,1746.5,1773.35,3630
2022-12-01,1773.71,1804.32,1771.41,1802.18,2532
2022-12-02,1802.35,1802.73,1778.65,1797.72,3470
2022-12-04,1797.3,1799.25,1794.1,1798.98,123
2022-12-05,1797.6,1809.84,1764.87,1769.12,3626
2022-12-06,1768.91,1780.82,1766.1,1770.99,3619
2022-12-07,1770.71,1790.41,1767.91,1787.06,3609
2022-12-08,1787.14,1794.58,1780.3,1789.1,3622
2022-12-09,1789.19,1805.92,1787.58,1797.06,3461
2022-12-11,1798.9,1798.9,1794.4,1794.8,127
2022-12-12,1794.79,1795.4,1776.91,1781.92,3643
2022-12-13,1781.93,1824.15,1780.2,1809.58,3628
2022-12-14,1809.61,1813.37,1796.65,1807.6,3648
2022-12-15,1807.58,1807.77,1773.42,1776.43,3590
2022-12-16,1776.09,1794.16,1774,1792.88,3431
2022-12-18,1794.4,1794.4,1790.99,1790.99,128
2022-12-19,1790.08,1798.3,1783.41,1787.2,3631
2022-12-20,1786.99,1820.66,1784.1,1817.15,3625
2022-12-21,1817.23,1823.3,1810.97,1814.79,3623
2022-12-22,1814.8,1820.3,1784.3,1792.31,3632
2022-12-23,1793.52,1803.01,1790,1798.19,3478
2022-12-25,1806.4,1806.41,1798.06,1806.41,7
2022-12-26,1806.41,1806.41,1797.89,1801.82,161
2022-12-27,1801.52,1832.77,1799.48,1812.36,3663
2022-12-28,1812.27,1814.23,1796.74,1805.69,3647
2022-12-29,1804.97,1819.95,1803.37,1814.01,3657
2022-12-30,1814.98,1825.69,1812.81,1823.38,3639
2023-01-01,1823.58,1826.51,1823.58,1826.51,7
2023-01-02,1825.69,1829.5,1822.9,1829.15,154
2023-01-03,1829.19,1849.88,1825.86,1836.47,3637
2023-01-04,1836.37,1864.84,1836.21,1854.83,3585
2023-01-05,1854.83,1858.83,1825.26,1832.66,3455
2023-01-06,1832.57,1869.65,1831.3,1865.9,3442
2023-01-08,1868.3,1869.73,1864.5,1869.52,131
2023-01-09,1869.4,1881.07,1867.13,1870.38,3627
2023-01-10,1870.16,1880.45,1867.82,1877.18,3597
