timestamp,open,high,low,close,volume
2022-10-22,19164.92,19278,19110.46,19209.1,8390.017598011244
2022-10-23,19209.09,19707,19070.92,19572.43,15738.88827005383
2022-10-24,19572.2,19615,19158.2,19330.44,33609.85166309256
2022-10-25,19330.6,20420.88,19230.4,20086.28,49195.40491640467
2022-10-26,20086.27,21022.81,20055.85,20790,52414.30950505081
2022-10-27,20775.39,20892,20150.1,20296.97,40947.89798275838
2022-10-28,20295.77,20767,20000,20597.91,35716.323969619756
2022-10-29,20596.52,21091,20561.2,20823.53,23705.707172260172
2022-10-30,20821.41,20950,20523.92,20630.68,16424.986854249153
2022-10-31,20629.21,20860,20237,20489.93,27078.632484946458
2022-11-01,20489.55,20699,20326.55,20486.5,24553.02729597988
2022-11-02,20480.34,20864.3,20059.53,20151.4,50416.47411631788
2022-11-03,20151.29,20404,20032.02,20206.88,30945.07274704786
2022-11-04,20208.89,21333.3,20181.61,21149.04,50316.20627173256
2022-11-05,21149.03,21478.8,21082.54,21300.45,17228.563453356503
2022-11-06,21300.45,21378,20886.26,20909.17,13633.06026994448
2022-11-07,20908.98,21083,20394.34,20592.94,30142.28077584499
2022-11-08,20592,20712,16950,18550.25,121265.43362420415
2022-11-09,18557,18600,15555,15923,34089.48885251897
2022-11-10,15894.77,18156,15720,17553.56,125808.41448572221
2022-11-11,17584,17671,16336.05,17047,80182.4700519727
2022-11-12,17016.26,17106,16595.25,16820,26794.19022392979
2022-11-13,16783.32,16956,16214.95,16301.39,28012.06254223687
2022-11-14,16298.73,17200,15790.25,16590.73,67776.38048323657
2022-11-15,16588.41,17132,16502.85,16877.93,58605.33975775903
2022-11-16,16879.37,17002,16347,16645.24,45137.46915175826
2022-11-17,16646.58,16742.3,16396,16680.47,26652.050118874387
2022-11-18,16681.06,16984.08,16526.28,16680.59,31745.84596559338
2022-11-19,16678.78,16811,16534.83,16683.02,11069.840034121517
2022-11-20,16680.7,16742,16154.65,16252.53,19508.391716528688
2022-11-21,16252.43,16305,15460,15759.72,54062.25589639872
2022-11-22,15766,16294.5,15582.7,16199.71,51588.06436974528
2022-11-23,16219,16700,16142.99,16587,43369.17639983873
2022-11-24,16585.83,16804,16450.62,16587.6,24812.374592105214
2022-11-25,16587.61,16617,16333,16510.9,23588.292651345793
2022-11-26,16510.9,16697,16376.1,16449.67,14388.766516650836
2022-11-27,16450.32,16603,16395,16419.88,12650.567133049612
2022-11-28,16420.2,16487,15992.64,16206.3,35614.74221995051
2022-11-29,16206.23,16545,16092.53,16438,27163.492639700093
2022-11-30,16437.94,17297,16420.2,17167.32,49216.09374846005
2022-12-01,17181,17335,16855,16980.08,35354.944683788715
2022-12-02,16980.07,17108.25,16784.2,17094.25,26858.035957070584
2022-12-03,17091,17171.7,16863.58,16888.53,15718.311410266986
2022-12-04,16889.17,17210,16882.86,17108.9,19581.237526417022
2022-12-05,17109.56,17440,16865.22,16966.05,38100.80405050195
2022-12-06,16966.05,17111.35,16904.04,17089.05,29455.17379905368
2022-12-07,17095,17156,16679.52,16840,25663.392964298662
2022-12-08,16838.14,17323,16735.9,17226.02,27795.01293084473
2022-12-09,17226.03,17366.2,17053,17130.59,24564.93539708025
2022-12-10,17131.3,17240,17093.42,17128.1,8836.281397072731
2022-12-11,17128.1,17503,17070.4,17085.21,12803.111501861687
2022-12-12,17088.2,17263,16875.83,17211.66,25597.08465134177
2022-12-13,17212.9,18070,17089.17,17773.18,48971.63428671083
2022-12-14,17772.98,18391,17657.4,17804.98,56486.82268649745
2022-12-15,17805.36,17867,17261.4,17359.15,42919.23107356017
2022-12-16,17359.16,17544,16529.53,16632.64,54208.2968012852
2022-12-17,16634.29,16811,16576.6,16781.66,20931.84864251818
2022-12-18,16782.23,16875,16663.76,16755,12563.676320723323
2022-12-19,16742.33,16825,16260.2,16440.26,31741.049191817183
2022-12-20,16441.4,17067.8,16398.22,16897.65,38914.54982899786
2022-12-21,16896.17,16934,16725.78,16826.56,19284.14806271075
2022-12-22,16825.18,16873,16560.84,16815.5,24104.199055501005
2022-12-23,16815.28,16966,16719.57,16777.21,24465.129265822034
2022-12-24,16777.91,16891,16775.88,16837.12,10837.752436432624
2022-12-25,16836.7,16874,16720.89,16829.02,8138.782249671595
2022-12-26,16824.9,16963,16787.97,16917.96,10095.381330383028
2022-12-27,16914.5,16987,16585.97,16698.39,20355.204976375833
2022-12-28,16698,16797,16444,16539.66,27182.736740640823
2022-12-29,16541.6,16675,16479.5,16628.8,21906.23472708406
2022-12-30,16628.9,16683.9,16325.2,16600.1,29820.335329194386
2022-12-31,16600,16664,16462.49,16530.35,17861.131907746098
2023-01-01,16532,16644,16490,16611.58,12300.315533316923
2023-01-02,16615,16803,16542.52,16666.95,15129.289550399433
2023-01-03,16668.3,16810,16599.6,16669.47,21204.298955484
